name,phone_numbers,officialPhone,email,websites,officialWebsite,yearEstablished,facebookLink,twitterLink,linkedinLink,instagramLink,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,affiliationTypeIds,description,numberDoctors,capacity,specialties,procedure,equipment,capability,recency_of_page_update,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,number_of_facts_about_the_organization,post_metrics_most_recent_social_media_post_date,post_metrics_post_count,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Reflection Dental Clinic and Implant Centre,"[""+919604425799""]",null,dentalreflection@gmail.com,"[""https://www.facebook.com/100939112930064"",""https://phialigner.com/dentist-profile/maharashtra/pune/chinchwad/Implantologist-Reflection-Dental-Clinic-and-Implant-Centre-Dr-Jai-Doshi""]",null,null,https://www.facebook.com/100939112930064,null,null,null,"L-1, Shop No, Nakshatram, 9, Premlok Park",Premlok Park,Chinchwad,Chinchwad,Maharashtra,411033,India,IN,clinic,private,null,"Reflection Dental Clinic and Implant Centre, led by implantologist Dr Jai Doshi, is a dental clinic located in Chinchwad, Pune, Maharashtra, India, offering dental implants and related services.",null,null,"[""familyMedicine"",""orthodontics"",""prosthodontics"",""oralAndMaxillofacialSurgery"",""dentistry"",""endodontics""]",[],[],"[""Has two specialist doctors on staff"",""Operates as a dental clinic and implant centre""]",null,6,TRUE,TRUE,null,2023-03-26,null,30,23,null,18.64003372,73.78283691
Regain Physiotherapy Clinic,"[""+919609776200""]",+919609776200,null,"[""https://www.facebook.com/RegainPhysiotherapyClinic/"",""regainphysioandrehabclinic.com""]",regainphysioandrehabclinic.com,null,https://www.facebook.com/103913455596508,null,null,null,Nsc Bose Road,Naktala,null,Kolkata,West Bengal,700094,India,IN,clinic,null,null,null,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,22.48050499,88.39358521
Regen Hospital,"[""+919193555599""]",+919193555599,null,"[""https://www.facebook.com/regenhospital.mbd/"",""https://www.facebook.com/101723072927309""]",null,null,https://www.facebook.com/101723072927309,null,null,null,"Prem Nagar, Line Par, Near Sachin Medicos, Opp. Shivam Banquet, Ramleela Road","Prem Nagar, Line Par, Near Sachin Medicos, Opp. Shivam Banquet",null,Moradabad,Uttar Pradesh,244001,India,IN,hospital,null,null,Regen Hospital is the one stop solution for all your surgical and child health queries.,null,null,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,28.8308239,78.75471497
Regency Diagnostic Swaroop Nagar,"[""+918874389333""]",+918874389333,harsh99011@gmail.com,"[""https://www.facebook.com/376667462198347""]",null,null,https://www.facebook.com/376667462198347,null,null,null,"Mamta Apartments, 112/246, Chat Chauraha, Phase 1",null,null,Kanpur,Uttar Pradesh,208002,India,IN,clinic,private,null,"At Regency Diagnostic, we prioritize your health and convenience. Our Swaroop Nagar center offers a comprehensive range of diagnostic services, including blood tests, pathology, and sample collection. What sets us apart? Our home collection services!",null,null,"[""pathology"",""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,26.48243141,80.31861115
Regima Healthcare,"[""+918447345583""]",null,null,"[""https://www.regima.in/"",""https://www.justdial.com/Delhi/Regima-Healthcare-PvtLtd-Opp-Al-Habib-Masjid-Jamia-Nagar/011PXX11-XX11-160711114407-C5Z1_BZDET""]",https://www.regima.in/,null,https://www.facebook.com/350006248350022,null,null,null,"F-10, Shaheen Bagh, Opp. Al-habib Masjid, Abul Fazal Enclave Part-ii",null,null,Jamia Nagar,Delhi,110025,India,IN,clinic,private,null,Holistic skin care clinic providing effective herbal treatments and personal care for chronic skin issues.,null,null,"[""familyMedicine"",""dermatology""]","[""Nail disorder treatment"",""Laser hair removal treatments"",""Herbal-based skin care treatments"",""Hijama (cupping) therapy"",""Hair transplant"",""Keloid and scar treatment""]",null,"[""Has been in operation for 10 years"",""Herbal-based treatments"",""Nail disorder treatment"",""Laser hair removal treatments"",""Treatment of keloids and scars"",""Hair transplant services"",""Outpatient dermatology and skin care clinic"",""On-site Dawakhana/dispensary""]",null,0,FALSE,TRUE,null,null,null,null,null,null,28.54328156,77.3012085
ReGrowth Hair Transplant & Oral Surgery Clinic,"[""+918605002563""]",+918605002563,drajaymohite555@gmail.com,"[""https://www.justdial.com/Satara/ReGrowth-Hair-Transplant-Oral-Surgery-Clinic-Behind-Kanish-Mangal-Karyalay-Sadar-Bazar-Satara/9999P2162-2162-230430194837-H7I7_BZDET"",""https://www.facebook.com/362888450240037""]",null,null,https://www.facebook.com/362888450240037,null,null,null,"Nanda-deep Bumglow Plot No- 9a, Behind Kanish Mangal Karyalay, Sainik School Road",null,null,Satara,Maharashtra,415001,India,IN,clinic,private,null,"Regrowth Hair Transplant & Oral Surgery Clinic is a hair transplant and oral surgery clinic located in Satara, Maharashtra, India.",null,null,"[""oralAndMaxillofacialSurgery"",""familyMedicine"",""cosmeticMaxillofacialSurgery""]",null,null,null,null,null,null,null,null,null,null,null,null,null,17.69300842,74.01667786
Rehab Physiotherapy Centre,"[""+913325620470"",""+919831956227""]",+913325620470,adconenter@gmail.com,"[""https://www.facebook.com/717253274956824""]",null,null,https://www.facebook.com/717253274956824,null,null,null,"Head Post Office, 2, Jessore Rd, Opposite To Barasat",null,null,Barasat,West Bengal,700124,India,IN,clinic,private,null,for quality solutions in Physiotherapy,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,22.71480751,88.48245239
Reiva Health Care,"[""+919140974040""]",+919140974040,reivaheathcare@gmail.com,"[""https://www.facebook.com/202721120454676"",""https://www.justdial.com/Kanpur/Dr-Devendra-Agarwal-Reiva-Health-Care-Anwarganj/0512PX512-X512-200717215311-L1S2_BZDET""]",null,null,https://www.facebook.com/202721120454676,null,null,null,84/81-a,"Anwarganj, G.t. Road",null,Kanpur,Uttar Pradesh,208003,India,IN,hospital,private,null,"Reiva Health Care is a Super Speciality Hospital in the heart of Kanpur, near City Club, GTRoad.",null,null,"[""pediatrics"",""familyMedicine"",""pediatricSurgery"",""internalMedicine""]","[""Offers pediatric surgical consultation services""]",[],"[""Pediatric care specialization"",""Dr. Devendra Agarwal has 31 years of healthcare experience"",""Super Speciality Hospital""]",null,null,null,null,null,null,null,null,null,null,26.45796013,80.33027649
Rekha Medicare,"[""+919410640864""]",+919410640864,rekhamedicare@gmail.com,"[""https://www.facebook.com/622799647778201"",""https://www.justdial.com/Etawah/Rekha-Medicare-Near-Farrukhabad-Underpass-Ajit-Nagar-Extension-Ajit-Nagar-Extension/9999P5688-5688-200225113140-Y3X6_BZDET/photos""]",null,null,https://www.facebook.com/622799647778201,null,null,null,"Nh-2, Near Farrukhabad Underpass","Ajit Nagar Extension, National Highway 2, Ajit Nagar Extension",null,Etawah,Uttar Pradesh,206001,India,IN,hospital,null,null,"A Complete Healthcare Solution, with modern medical and surgical facilities.",null,null,"[""internalMedicine""]",[],[],[],null,5,FALSE,FALSE,null,null,null,null,null,null,26.76999855,79.02999878
Relief Advance Physiotherapy Clinic Mathurapur Manikchak,"[""+919641562852""]",+919641562852,manikchakmalda01@gmail.com,"[""https://www.facebook.com/103354678555891""]",null,null,https://www.facebook.com/103354678555891,null,null,null,"Mathurapur, Ps",null,null,Malda Airport Area,West Bengal,732202,India,IN,clinic,null,null,physiotherapy clinic,null,null,"[""familyMedicine"",""physicalMedicineAndRehabilitation""]",[],[],"[""Currently closed"",""Provides physiotherapy services"",""Operates in West Bengal, India with locations in Malda Airport Area, Ratua and Mathurapur""]",null,null,null,null,null,null,null,null,null,null,25.11423683,87.89548492
Relief Centre,"[""+913365651199""]",+913365651199,null,"[""https://www.docindia.org/doctors/kolkata/dr-putul-ray-gynecology"",""https://www.facebook.com/1704421979846886""]",null,null,https://www.facebook.com/100249058143547,null,null,null,55c Taf Road,Dhirendranath Ghosh Rd,Bhowanipore,Kolkata,West Bengal,741222,India,IN,clinic,null,null,Modern&Scientific Physio Therapy(Execise&Elecro)  Diet &Weghit Contol Management  Rheumatology&Physical Medicine Doctor  orthopaedic Doctor,null,null,"[""reproductiveEndocrinologyAndInfertility"",""familyMedicine"",""gynecologyAndObstetrics"",""internalMedicine""]","[""Hysterectomy (Abdominal/Vaginal)"",""Physiotherapy including exercise therapy and electrotherapy"",""Caesarean Section (C Section)"",""Tubectomy/Tubal Ligation"",""Infertility Evaluation / Treatment"",""D&C (Dilation and Curettage)""]",[],"[""Rheumatology and physical medicine services"",""Video and physical visit consultations"",""Outpatient gynecology and obstetrics services"",""Operates in Kolkata, West Bengal, India"",""Orthopaedic doctor services"",""Diet and weight control management program"",""Provides gynecology and obstetrics care in an outpatient setting""]",null,5,null,TRUE,null,null,null,null,null,null,23.08111382,88.54127502
Relief Physiotherapy And Rehabilitation Clinic,"[""+919785150822""]",+919785150822,physioapurvgupta@gmail.com,"[""https://www.facebook.com/ReliefPhysiotherapyAndRehabilitationClinic/"",""https://www.facebook.com/140511656136043""]",null,null,https://www.facebook.com/140511656136043,null,null,null,"318, Hari Niwas","Gali No. 8, Moti Garden Road",Rati Talai,Banswara,Rajasthan,327001,India,IN,clinic,private,null,Physiotherapy and rehabilitation clinic,null,null,"[""familyMedicine"",""physicalMedicineAndRehabilitation""]",null,null,"[""Associated with Apurv Gupta"",""Relief Physiotherapy And Rehabilitation Clinic is a physiotherapy and rehabilitation clinic""]",null,1,TRUE,null,null,null,null,2100,2100,null,23.55467415,74.43525696
Relief Physiotherapy and Weight Loss Clinic,"[""+917020182866""]",+917020182866,bonny00755@gmail.com,"[""https://www.facebook.com/103378842732574"",""https://www.practo.com/nagpur/clinic/physiotherapy-and-weight-loss-clinic-kt-nagar""]",null,null,https://www.facebook.com/103378842732574,null,null,null,B1 Krishna Ganga Residency,"Gittikhadan Square, Opposite Hp Petrol Pump","Gittikhadan Square, Manjidana Colony",Nagpur,Maharashtra,440013,India,IN,clinic,null,null,physiotherapy and weight loss clinic,null,null,"[""familyMedicine"",""chronicDiseasePreventionAndLifestyleMedicine"",""physicalMedicineAndRehabilitation""]",[],[],"[""Dr Sumedh Walke is associated with Relief physiotherapy and weight loss clinic"",""Offers weight loss management services"",""Offers physiotherapy services""]",null,1,TRUE,null,null,null,null,null,null,null,21.17491913,79.05525208
Relief Physiotherapy Clinic,"[""+919895520800""]",+919895520800,null,"[""https://www.facebook.com/1364025313760377""]",null,null,https://www.facebook.com/1364025313760377,null,null,null,"Vinayaka Building, Near, Nss College Entrance Rd",null,null,Palghat,Kerala,679103,India,IN,clinic,private,null,Relief physiotherapy clinic,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,10.76256943,76.40530396
Relisure Diagnostics Charitable Trust,"[""+918587858100""]",+918587858100,relisure12@gmail.com,"[""https://www.facebook.com/346896238501541"",""https://api.whatsapp.com/send?phone=919999673677&text=Hello%21+how+can+I+help+you%3F""]",https://api.whatsapp.com/send?phone=919999673677&text=Hello%21+how+can+I+help+you%3F,null,https://www.facebook.com/346896238501541,null,null,null,F-24/5(part),Krishna Nagar,null,Delhi,Delhi,110051,India,IN,clinic,private,"[""philanthropy-legacy""]",We offer reliable diagnostic tests with free home sample collection and deliver accurate reports within 4 hours.,null,null,"[""familyMedicine""]","[""Collects diagnostic samples at the patient's home for testing""]",null,"[""Delivers diagnostic test reports within 4 hours"",""Operates a medical diagnostic laboratory"",""Offers free home sample collection for diagnostic testing"",""Based in Delhi, India""]",null,1,FALSE,null,null,2025-01-01,null,4,1,null,28.65969849,77.28646851
Remedia Hospital and Research Centre,"[""+919511908311""]",+919511908311,ashishsunde@rediffmail.com,"[""https://www.facebook.com/214533428410470""]",null,null,https://www.facebook.com/214533428410470,null,null,null,"Tirupati Layout, Near Railway Subway, Opposite Wox Cooler, Koradi Road",null,null,Nagpur,Maharashtra,440030,India,IN,hospital,null,null,null,null,null,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,21.20213127,79.07789612
Remedy Dental Clinic Malappuram,"[""+917025669944""]",+917025669944,remedyclinic70@gmail.com,"[""http://www.twitter.com/remedydenta"",""https://www.facebook.com/251804072603827""]",http://www.twitter.com/remedydenta,null,https://www.facebook.com/251804072603827,https://twitter.com/remedydenta,null,null,Perithalmanna Road,Uphill,null,Malappuram,Kerala,676500,India,IN,clinic,null,null,Remedy Dental Clinic Malappuram - dental clinic providing dental care.,null,null,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,11.04146481,76.08221436
Remedy Health Care Hospitals,"[""+918688466821"",""+918019749012""]",+918688466821,remedyhealthcarehospital@gmail.com,"[""remedyhealthcarehospitals.com"",""https://www.facebook.com/103949202034160""]",remedyhealthcarehospitals.com,null,https://www.facebook.com/101142628995709,null,null,null,Khanpur Road No.11,null,null,Karimnagar,Telangana,505001,India,IN,hospital,null,null,null,null,null,"[""internalMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,18.44382858,79.14689636
Renjal'S Dental Care,"[""+919019780491""]",+919019780491,null,"[""https://dentalimplantprice.in/srinivasa-multi-speciality-dental-clinic-and-implant-centre/"",""https://www.justdial.com/Udupi/RenjalS-Dental-Care-Athradi/0820PX820-X820-230311140425-P4N6_BZDET""]",null,null,https://www.facebook.com/126618467017919,null,null,null,"1st Floor, Hotel Shri Guru Building",National Highway169a,Athrady,Athradi,Karnataka,576107,India,IN,clinic,private,null,Opens at 09:00 AM. Tooth Reshaping is listed as a treatment.,null,null,"[""oralAndMaxillofacialSurgery"",""dentistry"",""familyMedicine"",""aestheticDentistry""]",[],[],"[""Dental clinic located in Athradi, Udupi, Karnataka""]",2025-06-24,0,FALSE,TRUE,null,null,null,null,null,null,13.35086441,74.82565308
Renu Clinic,"[""+919752532687""]",+919752532687,null,"[""https://www.facebook.com/1347574712005778"",""https://www.mappls.com/place-renu+clinic-bazar+shahjanabad-bhopal-madhya+pradesh-462001-V5KXCY@zdata=MjMuMjY4NzAyKzc3LjM5NDY4MisxNytWNUtYQ1krKw==ed""]",null,null,https://www.facebook.com/1347574712005778,null,null,null,Shahjahanabad Thana Road,null,null,Bhopal,Madhya Pradesh,462001,India,IN,hospital,null,null,Clinic,null,null,"[""familyMedicine"",""internalMedicine""]",[],[],"[""Facebook page is labeled as an unofficial page"",""Facebook page for Renu Clinic was created on May 30, 2017"",""Renu Clinic Facebook page has 1 like"",""Renu Clinic Facebook page has 1 follower"",""Facebook page shows status 'Always open'"",""Renu Clinic is categorized as a hospital on its Facebook page""]",null,1,FALSE,FALSE,null,null,null,null,null,null,23.26874542,77.39463806
Renuka Clinic,"[""+914443550910""]",+914443550910,null,"[""https://www.facebook.com/133409293885811"",""https://www.mappls.com/place-renuka+clinic-justice+rathinavel+pandian+road-golden+george+nagar-mugappair+east-chennai-tamil+nadu-600107-M8T97D@zdata=MTMuMDc3MjUrODAuMTg1NTcxKzE3K004VDk3RCsrbnI=ed""]",null,null,https://www.facebook.com/133409293885811,null,null,null,Justice Rathinavel Pandian Road,Golden George Nagar,Mugappair East,Chennai,Tamil Nadu,600107,India,IN,clinic,null,null,Obstetrician & Gynae Clinic,null,null,"[""familyMedicine"",""gynecologyAndObstetrics"",""internalMedicine""]",[],[],"[""Renuka Clinic is an obstetrician and gynecology clinic.""]",null,1,FALSE,FALSE,null,null,0,1,1,0,13.07716942,80.18553162
Renuka Maternity and Ent Hospital,"[""+917122238199""]",+917122238199,null,"[""https://www.facebook.com/197331727439775""]",null,null,https://www.facebook.com/197331727439775,null,null,null,70 Renuka Maternity .and Ent Hospital,null,null,Nagpur,Maharashtra,440010,India,IN,hospital,null,null,Renuka Maternity and Ent Hospital,null,null,"[""obstetricsAndMaternityCare"",""gynecologyAndObstetrics"",""internalMedicine""]",null,null,null,null,null,null,null,null,null,null,null,null,null,21.12615013,79.05673218
Renuka Speciality Clinic,"[""+917019143539""]",+917019143539,nds5959@gmail.com,"[""https://www.facebook.com/110275373720273"",""https://www.justdial.com/Davangere/Renuka-Speciality-Clinic/9999P8192-8192-231204214844-V7W1_BZDET/photos""]",null,null,https://www.facebook.com/110275373720273,null,null,null,Hkr Circle,"New Extension, Nituvalli Road",Nittuvalli,Davanagere,Karnataka,577004,India,IN,clinic,private,null,Department of Spine and Orthopaedic surgery,null,null,"[""orthopedicSurgery"",""familyMedicine""]",[],[],"[""Has a Department of Spine and Orthopaedic Surgery"",""Based in Davangere, Karnataka, India"",""Renuka Speciality Clinic specializes in spine and orthopedic surgery""]",null,0,TRUE,FALSE,4,2024-11-01,1,589,584,null,14.45034027,75.92353821
